sheet,excel_row,time_s,current_A,provided_j_A_cm2,provided_j_A_m2,I_over_area25_A_cm2,implied_area_cm2,j_unit_conversion_error,provided_I_minus_25j_A,used_in_inherited_calibration,treatment
-25℃,7,0.8,2.1,0.00693069306930693,69.3069306930693,0.084,303.00000000000006,0.0,1.926732673267327,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,8,1,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,9,1.2,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,10,1.4,2.1,0.00693069306930693,69.3069306930693,0.084,303.00000000000006,0.0,1.926732673267327,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,11,1.6,1.8,0.00594059405940594,59.4059405940594,0.07200000000000001,303.00000000000006,7.105427357601002e-15,1.6514851485148516,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,12,1.8,2.2,0.00726072607260726,72.6072607260726,0.08800000000000001,303.00000000000006,0.0,2.018481848184819,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,13,2,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,14,2.2,2.1,0.00693069306930693,69.3069306930693,0.084,303.00000000000006,0.0,1.926732673267327,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,15,2.4,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,16,2.6,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,17,2.8,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,18,3,2.2,0.00726072607260726,72.6072607260726,0.08800000000000001,303.00000000000006,0.0,2.018481848184819,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,19,3.2,2.1,0.00693069306930693,69.3069306930693,0.084,303.00000000000006,0.0,1.926732673267327,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,20,3.4,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,21,3.6,2.1,0.00693069306930693,69.3069306930693,0.084,303.00000000000006,0.0,1.926732673267327,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,22,3.8,2.1,0.00693069306930693,69.3069306930693,0.084,303.00000000000006,0.0,1.926732673267327,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,23,4,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,24,4.2,1.9,0.00627062706270627,62.7062706270627,0.076,303.0,0.0,1.743234323432343,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,25,4.4,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,26,4.6,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,27,4.8,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,28,5,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,29,5.2,2.2,0.00726072607260726,72.6072607260726,0.08800000000000001,303.00000000000006,0.0,2.018481848184819,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,30,5.4,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,31,5.6,1.9,0.00627062706270627,62.7062706270627,0.076,303.0,0.0,1.743234323432343,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,32,5.8,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,33,6,2,0.0066006600660066,66.006600660066,0.08,303.00000000000006,0.0,1.834983498349835,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,34,6.2,2.2,0.00726072607260726,72.6072607260726,0.08800000000000001,303.00000000000006,0.0,2.018481848184819,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,35,6.4,3.7,0.0122112211221122,122.112211221122,0.14800000000000002,303.0000000000003,0.0,3.3947194719471954,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,36,6.6,5.3,0.0174917491749175,174.917491749175,0.212,302.99999999999983,0.0,4.862706270627062,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,37,6.8,6.8,0.0224422442244224,224.422442244224,0.272,303.00000000000057,-2.842170943040401e-14,6.23894389438944,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,38,7,9.3,0.0306930693069307,306.930693069307,0.37200000000000005,302.99999999999994,0.0,8.532673267326734,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,39,7.2,11,0.0363036303630363,363.036303630363,0.44,303.00000000000006,5.684341886080802e-14,10.092409240924093,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,40,7.4,11.7,0.0386138613861386,386.138613861386,0.46799999999999997,303.0000000000001,0.0,10.734653465346534,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,41,7.6,13.3,0.0438943894389439,438.943894389439,0.532,302.99999999999994,-5.684341886080802e-14,12.202640264026403,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,42,7.8,14.9,0.0491749174917492,491.749174917492,0.596,302.99999999999983,-5.684341886080802e-14,13.67062706270627,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,43,8,16.4,0.0541254125412541,541.254125412541,0.6559999999999999,303.0000000000001,0.0,15.046864686468647,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,44,8.2,18.2,0.0600660066006601,600.660066006601,0.728,302.9999999999998,0.0,16.698349834983496,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,45,8.4,19.6,0.0646864686468647,646.864686468647,0.784,302.99999999999994,1.1368683772161603e-13,17.982838283828386,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,46,8.6,21.4,0.0706270627062706,706.270627062706,0.856,303.0000000000001,0.0,19.634323432343233,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,47,8.8,23.8,0.0785478547854785,785.478547854785,0.9520000000000001,303.00000000000017,0.0,21.836303630363037,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,48,9,25.1,0.0828382838283828,828.382838283829,1.004,303.0000000000001,9.094947017729282e-13,23.02904290429043,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,49,9.2,26.7,0.0881188118811881,881.188118811881,1.068,303.00000000000006,0.0,24.497029702970295,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,50,9.4,27.8,0.0917491749174918,917.491749174918,1.112,302.9999999999999,1.1368683772161603e-13,25.506270627062705,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,51,9.6,29.4,0.097029702970297,970.29702970297,1.176,303.00000000000006,0.0,26.97425742574257,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,52,9.8,30.9,0.101980198019802,1019.80198019802,1.236,302.99999999999994,0.0,28.35049504950495,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,53,10,32.7,0.107920792079208,1079.20792079208,1.308,302.9999999999998,-2.2737367544323206e-13,30.0019801980198,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,54,10.2,34.1,0.112541254125413,1125.41254125413,1.364,302.99999999999875,0.0,31.286468646864677,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,55,10.4,35.9,0.118481848184818,1184.81848184818,1.436,303.00000000000125,0.0,32.93795379537955,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,56,10.6,37.4,0.123432343234323,1234.32343234323,1.496,303.000000000001,0.0,34.31419141914192,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,57,10.8,39.6,0.130693069306931,1306.93069306931,1.584,302.9999999999993,0.0,36.332673267326726,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,58,11,40.5,0.133663366336634,1336.63366336634,1.62,302.9999999999992,0.0,37.15841584158415,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,59,11.2,41.9,0.138283828382838,1382.83828382838,1.676,303.00000000000057,0.0,38.44290429042905,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,60,11.4,43.8,0.144554455445545,1445.54455445545,1.7519999999999998,302.9999999999991,2.2737367544323206e-13,40.186138613861374,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,61,11.6,45.4,0.14983498349835,1498.3498349835,1.8159999999999998,302.99999999999966,-2.2737367544323206e-13,41.65412541254125,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,62,11.8,47.1,0.155445544554455,1554.45544554455,1.8840000000000001,303.00000000000085,0.0,43.213861386138625,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,63,12,48.3,0.159405940594059,1594.05940594059,1.932,303.0000000000008,2.2737367544323206e-13,44.31485148514852,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,64,12.2,50.9,0.167986798679868,1679.86798679868,2.036,303.0,2.2737367544323206e-13,46.7003300330033,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,65,12.4,52.2,0.172277227722772,1722.77227722772,2.088,303.0000000000005,2.2737367544323206e-13,47.893069306930705,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,66,12.6,53.9,0.177887788778878,1778.87788778878,2.156,302.9999999999998,0.0,49.45280528052805,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,67,12.8,55.7,0.183828382838284,1838.28382838284,2.228,302.9999999999997,0.0,51.104290429042905,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,68,13,56.5,0.186468646864686,1864.68646864686,2.26,303.00000000000074,0.0,51.83828382838285,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,69,13.2,58.3,0.192409240924092,1924.09240924092,2.332,303.0000000000006,0.0,53.48976897689769,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,70,13.4,59.7,0.197029702970297,1970.29702970297,2.388,303.00000000000006,-2.2737367544323206e-13,54.774257425742576,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,71,13.6,61.4,0.202640264026403,2026.40264026403,2.456,302.99999999999943,0.0,56.333993399339924,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,72,13.8,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,73,14,62.2,0.205280528052805,2052.80528052805,2.488,303.00000000000045,0.0,57.067986798679875,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,74,14.2,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,75,14.4,62.1,0.204950495049505,2049.50495049505,2.484,302.99999999999994,0.0,56.97623762376237,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,76,14.6,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,77,14.8,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,78,15,62.1,0.204950495049505,2049.50495049505,2.484,302.99999999999994,0.0,56.97623762376237,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,79,15.2,61.7,0.203630363036304,2036.30363036304,2.468,302.9999999999995,0.0,56.609240924092404,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,80,15.4,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,81,15.6,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,82,15.8,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,83,16,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,84,16.2,62.1,0.204950495049505,2049.50495049505,2.484,302.99999999999994,0.0,56.97623762376237,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,85,16.4,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,86,16.6,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,87,16.8,62.2,0.205280528052805,2052.80528052805,2.488,303.00000000000045,0.0,57.067986798679875,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,88,17,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,89,17.2,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,90,17.4,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,91,17.6,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,92,17.8,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,93,18,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,94,18.2,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,95,18.4,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,96,18.6,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,97,18.8,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,98,19,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,99,19.2,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,100,19.4,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,101,19.6,62.1,0.204950495049505,2049.50495049505,2.484,302.99999999999994,0.0,56.97623762376237,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,102,19.8,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,103,20,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,104,20.2,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,105,20.4,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,106,20.6,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,107,20.8,62.1,0.204950495049505,2049.50495049505,2.484,302.99999999999994,0.0,56.97623762376237,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,108,21,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,109,21.2,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,110,21.4,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,111,21.6,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,112,21.8,62,0.204620462046205,2046.20462046205,2.48,302.99999999999943,0.0,56.88448844884488,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,113,22,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,114,22.2,62.1,0.204950495049505,2049.50495049505,2.484,302.99999999999994,0.0,56.97623762376237,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,115,22.4,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,116,22.6,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,117,22.8,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,118,23,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,119,23.2,61.8,0.203960396039604,2039.60396039604,2.472,302.99999999999994,0.0,56.7009900990099,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,120,23.4,62.1,0.204950495049505,2049.50495049505,2.484,302.99999999999994,0.0,56.97623762376237,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,121,23.6,61.9,0.204290429042904,2042.90429042904,2.476,303.0000000000004,-2.2737367544323206e-13,56.792739273927396,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,122,23.8,61.7,0.203630363036304,2036.30363036304,2.468,302.9999999999995,0.0,56.609240924092404,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,123,24,62.1,0.204950495049505,2049.50495049505,2.484,302.99999999999994,0.0,56.97623762376237,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,124,24.2,62.8,0.207260726072607,2072.60726072607,2.512,303.00000000000034,-4.547473508864641e-13,57.61848184818482,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,125,24.4,64.2,0.211881188118812,2118.81188118812,2.568,302.99999999999983,0.0,58.902970297029704,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,126,24.6,65.7,0.216831683168317,2168.31683168317,2.628,302.9999999999998,4.547473508864641e-13,60.279207920792075,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,127,24.8,67.5,0.222772277227723,2227.72277227723,2.7,302.9999999999997,0.0,61.930693069306926,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,128,25,70,0.231023102310231,2310.23102310231,2.8,303.00000000000006,0.0,64.22442244224422,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,129,25.2,71.4,0.235643564356436,2356.43564356436,2.8560000000000003,302.9999999999996,0.0,65.5089108910891,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,130,25.4,72.1,0.237953795379538,2379.53795379538,2.884,302.9999999999999,0.0,66.15115511551154,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,131,25.6,73.8,0.243564356435644,2435.64356435644,2.952,302.99999999999943,0.0,67.7108910891089,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,132,25.8,75.4,0.248844884488449,2488.44884488449,3.016,302.99999999999983,0.0,69.17887788778879,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,133,26,77,0.254125412541254,2541.25412541254,3.08,303.00000000000017,0.0,70.64686468646865,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,134,26.2,78.7,0.25973597359736,2597.3597359736,3.148,302.9999999999997,0.0,72.206600660066,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,135,26.4,80,0.264026402640264,2640.26402640264,3.2,303.0,0.0,73.3993399339934,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,136,26.6,82,0.270627062706271,2706.27062706271,3.28,302.99999999999955,0.0,75.23432343234322,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,137,26.8,84.2,0.277887788778878,2778.87788778878,3.3680000000000003,302.9999999999999,0.0,77.25280528052805,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,138,27,86,0.283828382838284,2838.28382838284,3.44,302.99999999999983,0.0,78.9042904290429,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,139,27.2,87.4,0.288448844884488,2884.48844884488,3.4960000000000004,303.00000000000045,0.0,80.1887788778878,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,140,27.4,88,0.29042904290429,2904.2904290429,3.52,303.00000000000045,0.0,80.73927392739274,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,141,27.6,89.8,0.296369636963696,2963.69636963696,3.592,303.00000000000034,0.0,82.3907590759076,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,142,27.8,91.5,0.301980198019802,3019.80198019802,3.66,302.99999999999994,-4.547473508864641e-13,83.95049504950495,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,143,28,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,144,28.2,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,145,28.4,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,146,28.6,92.7,0.305940594059406,3059.40594059406,3.708,302.99999999999994,4.547473508864641e-13,85.05148514851486,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,147,28.8,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,148,29,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,149,29.2,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,150,29.4,93,0.306930693069307,3069.30693069307,3.72,302.99999999999994,4.547473508864641e-13,85.32673267326733,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,151,29.6,92.3,0.304620462046205,3046.20462046205,3.6919999999999997,302.9999999999996,0.0,84.68448844884487,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,152,29.8,93,0.306930693069307,3069.30693069307,3.72,302.99999999999994,4.547473508864641e-13,85.32673267326733,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,153,30,92.7,0.305940594059406,3059.40594059406,3.708,302.99999999999994,4.547473508864641e-13,85.05148514851486,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,154,30.2,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,155,30.4,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,156,30.6,92.7,0.305940594059406,3059.40594059406,3.708,302.99999999999994,4.547473508864641e-13,85.05148514851486,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,157,30.8,92.7,0.305940594059406,3059.40594059406,3.708,302.99999999999994,4.547473508864641e-13,85.05148514851486,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,158,31,92.7,0.305940594059406,3059.40594059406,3.708,302.99999999999994,4.547473508864641e-13,85.05148514851486,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,159,31.2,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,160,31.4,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,161,31.6,93,0.306930693069307,3069.30693069307,3.72,302.99999999999994,4.547473508864641e-13,85.32673267326733,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,162,31.8,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,163,32,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
